Marital_status,Application_mode,Application_order,Course,schedule_attendance,Previous_qualification,Previous_qualification_grade,Nationality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
married,Mature and International Students,High Preference,Management,daytime,High School Level,120.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,120.7,no,no,no,yes,female,no,39,no,0,5,6,5,11.0,0,0,5,5,5,13.2,0,7.6,2.6,0.32,Non Dropout
single,General Admission Phases,High Preference,Basic Education,evening,High School Level,153.0,Portuguese,Medium-Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,153.7,no,no,no,yes,female,yes,18,no,0,6,8,6,13.14,0,0,6,6,6,12.83,0,15.5,2.8,-4.06,Non Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,131.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,121.9,no,no,no,yes,female,yes,19,no,0,6,8,6,13.75,0,0,6,7,6,11.86,0,16.2,0.3,-0.92,Non Dropout
single,General Admission Phases,Medium Preference,Advertising and Marketing Management,evening,High School Level,126.0,Portuguese,Low Educated,Medium-Low Educated,Unskilled Labor,Agriculture,119.4,yes,no,no,yes,female,yes,18,no,0,6,6,6,14.0,0,0,6,9,5,13.8,0,8.9,1.4,3.51,Non Dropout
married,Mature and International Students,High Preference,Social Service,daytime,High School Level,110.0,Portuguese,Unknown,Unknown,Student,Student,157.8,no,no,no,yes,female,no,44,no,5,8,13,8,13.75,0,2,6,9,6,12.5,0,7.6,2.6,0.32,Non Dropout
single,Mature and International Students,High Preference,Management,daytime,High School Level,150.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Unskilled Labor,154.0,no,no,no,yes,female,no,27,no,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout
single,General Admission Phases,High Preference,Advertising and Marketing Management,evening,High School Level,131.0,Portuguese,Medium Educated,Medium-Low Educated,Professional/Managerial,Machine/Vehicle Operators,135.9,yes,no,no,yes,female,yes,18,no,0,6,6,6,13.17,0,0,6,8,6,12.43,0,8.9,1.4,3.51,Non Dropout
married,Transfers and Course Changes,High Preference,Social Service,daytime,High School Level,130.0,Portuguese,Unknown,Unknown,Student,Student,130.0,no,no,no,yes,female,no,45,no,10,12,12,9,12.44,3,4,7,8,6,12.0,0,9.4,-0.8,-3.12,Dropout
single,General Admission Phases,Medium Preference,Basic Education,evening,High School Level,122.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,118.9,yes,no,no,yes,female,no,20,no,0,6,7,6,12.67,0,0,6,7,5,13.0,0,7.6,2.6,0.32,Non Dropout
married,General Admission Phases,High Preference,Social Service,daytime,High School Level,151.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,152.4,no,no,no,yes,female,no,40,no,0,6,7,6,11.33,0,0,6,7,6,10.5,0,10.8,1.4,1.74,Non Dropout
single,Mature and International Students,High Preference,Management,daytime,High School Level,120.0,Portuguese,Low Educated,Low Educated,Agriculture,Agriculture,147.8,no,no,no,yes,female,no,40,no,0,5,9,4,11.25,0,0,5,6,5,12.0,0,13.9,-0.3,0.79,Non Dropout
single,Transfers and Course Changes,High Preference,Nursing,evening,High School Level,136.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,100.0,no,no,no,yes,female,no,18,no,0,7,8,7,13.61,0,0,8,8,8,14.58,0,13.9,-0.3,0.79,Non Dropout
single,General Admission Phases,Low Preference,Nursing,evening,High School Level,140.0,Portuguese,High Educated,Medium-Low Educated,Professional/Managerial,Machine/Vehicle Operators,129.0,yes,no,no,yes,female,no,21,no,0,8,8,7,12.41,0,0,8,8,7,12.41,0,12.7,3.7,-1.7,Non Dropout
single,General Admission Phases,High Preference,Animation and Multimedia Design,evening,High School Level,131.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Professional/Managerial,148.9,yes,no,no,yes,female,no,20,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Non Dropout
married,Transfers and Course Changes,High Preference,Management,daytime,Bachelor Level,120.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,120.0,no,no,no,yes,female,no,36,no,8,12,21,11,11.5,0,7,12,22,12,11.44,0,9.4,-0.8,-3.12,Non Dropout
married,Prior Higher Education Holders,High Preference,Social Service,daytime,Bachelor Level,170.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Professional/Managerial,Professional/Managerial,170.0,no,no,no,yes,female,no,27,no,0,5,5,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
married,Mature and International Students,High Preference,Oral Hygiene,evening,High School Level,100.0,European (Non-Portuguese),Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,130.0,no,no,no,yes,female,no,32,yes,0,7,10,7,11.0,0,0,8,8,8,13.12,0,12.7,3.7,-1.7,Non Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,116.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Professional/Managerial,119.2,yes,no,no,yes,female,yes,18,no,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Non Dropout
single,Mature and International Students,High Preference,Social Service,daytime,High School Level,133.1,Portuguese,Low Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,129.0,no,no,no,yes,female,no,37,no,0,6,13,4,12.0,0,0,6,10,3,12.0,0,16.2,0.3,-0.92,Dropout
single,General Admission Phases,High Preference,Journalism and Communication,evening,High School Level,136.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Professional/Managerial,132.5,yes,no,no,yes,female,no,19,no,0,6,7,6,12.5,0,0,6,7,6,12.5,0,10.8,1.4,1.74,Non Dropout
divorced,Mature and International Students,High Preference,Social Service,daytime,High School Level,160.0,Portuguese,Low Educated,Low Educated,Machine/Vehicle Operators,Service/Sales,115.0,no,no,no,yes,female,yes,41,no,0,6,8,6,11.33,0,0,6,9,6,11.33,0,10.8,1.4,1.74,Non Dropout
married,General Admission Phases,Medium Preference,Nursing,evening,High School Level,140.0,Portuguese,Medium Educated,Low Educated,Professional/Managerial,Unskilled Labor,128.0,no,no,no,yes,female,yes,18,no,0,7,7,6,14.07,0,0,7,7,6,14.07,0,7.6,2.6,0.32,Non Dropout
single,Transfers and Course Changes,High Preference,Veterinary Nursing,evening,High School Level,130.0,Portuguese,Low Educated,Low Educated,Others,Others,125.1,no,no,no,yes,female,no,21,no,2,9,14,8,13.56,0,2,7,10,7,13.57,0,7.6,2.6,0.32,Non Dropout
single,Prior Higher Education Holders,High Preference,Agronomy,evening,High School Level,140.0,Portuguese,Medium Educated,Medium-Low Educated,Professional/Managerial,Unskilled Labor,140.0,yes,no,yes,no,female,no,23,no,0,6,13,5,11.6,0,0,6,11,4,12.25,0,12.4,0.5,1.79,Dropout
single,General Admission Phases,High Preference,Journalism and Communication,evening,High School Level,123.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Professional/Managerial,120.9,yes,no,no,yes,female,no,18,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
single,General Admission Phases,Low Preference,Nursing,evening,High School Level,143.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Professional/Managerial,Professional/Managerial,135.3,yes,no,no,yes,female,no,18,no,0,8,8,8,13.28,0,0,8,8,8,13.28,0,9.4,-0.8,-3.12,Non Dropout
single,Transfers and Course Changes,Medium Preference,Veterinary Nursing,evening,High School Level,133.1,Portuguese,Unknown,Unknown,Others,Others,125.2,no,no,no,yes,female,no,21,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,136.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Student,Machine/Vehicle Operators,135.7,yes,no,no,yes,female,no,19,no,0,6,8,6,14.38,0,0,6,8,6,14.75,0,7.6,2.6,0.32,Non Dropout
others,Mature and International Students,High Preference,Management,evening,High School Level,133.1,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,110.0,no,no,no,yes,female,no,47,no,0,5,0,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
others,Mature and International Students,High Preference,Social Service,daytime,High School Level,133.1,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,119.0,no,no,no,yes,female,yes,48,no,0,6,7,6,10.67,0,0,6,9,5,11.8,0,10.8,1.4,1.74,Non Dropout
married,Prior Higher Education Holders,High Preference,Social Service,daytime,Bachelor Level,110.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,110.0,no,no,no,yes,female,no,39,no,9,13,19,12,13.42,0,4,10,10,10,14.5,0,16.2,0.3,-0.92,Non Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,118.0,Portuguese,Low Educated,Low Educated,Machine/Vehicle Operators,Machine/Vehicle Operators,115.2,yes,no,no,yes,female,no,19,no,0,7,9,6,12.97,0,0,8,9,7,12.32,0,11.1,0.6,2.02,Non Dropout
single,Transfers and Course Changes,High Preference,Management,daytime,Bachelor Level,110.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,112.9,no,no,no,yes,female,no,38,no,14,15,16,14,10.93,0,12,14,16,12,11.83,0,9.4,-0.8,-3.12,Dropout
others,Mature and International Students,High Preference,Agronomy,evening,High School Level,133.1,Portuguese,Medium-Low Educated,Medium Educated,Unskilled Labor,Unskilled Labor,119.4,no,no,yes,no,female,no,27,no,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout
single,General Admission Phases,High Preference,Animation and Multimedia Design,evening,High School Level,162.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Professional/Managerial,Machine/Vehicle Operators,152.9,yes,no,no,yes,female,yes,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Non Dropout
single,Mature and International Students,High Preference,Social Service,daytime,High School Level,155.0,Portuguese,Medium-Low Educated,Low Educated,Professional/Managerial,Service/Sales,117.5,no,no,no,yes,female,no,34,no,0,6,6,4,13.25,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Non Dropout
married,Mature and International Students,High Preference,Social Service,evening,High School Level,133.1,Portuguese,Low Educated,Low Educated,Professional/Managerial,Professional/Managerial,98.5,no,no,no,yes,female,no,48,no,0,6,14,6,11.33,0,0,6,11,5,12.4,0,15.5,2.8,-4.06,Dropout
single,Mature and International Students,High Preference,Advertising and Marketing Management,evening,High School Level,150.0,Portuguese,Unknown,Unknown,Student,Student,108.0,no,no,no,yes,female,no,25,no,0,5,6,1,11.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
married,Mature and International Students,High Preference,Nursing,evening,High School Level,133.1,Portuguese,Medium-Low Educated,Low Educated,Agriculture,Agriculture,120.0,no,no,no,yes,female,yes,32,no,0,8,9,7,12.76,0,0,8,9,7,12.76,0,12.7,3.7,-1.7,Non Dropout
single,General Admission Phases,High Preference,Journalism and Communication,evening,High School Level,154.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,150.2,no,no,no,yes,female,yes,18,no,0,6,6,6,14.5,0,0,6,6,6,14.67,0,16.2,0.3,-0.92,Non Dropout
single,Prior Higher Education Holders,High Preference,Social Service,daytime,Specialized Technical,140.0,Portuguese,Medium Educated,High Educated,Professional/Managerial,Agriculture,139.2,no,no,yes,yes,female,no,20,no,3,6,6,6,13.83,0,2,6,7,6,14.57,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,High Preference,Management,evening,High School Level,158.0,Portuguese,Medium-Low Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,130.0,yes,no,no,yes,female,no,20,no,0,5,8,4,11.25,0,0,5,7,5,10.4,0,7.6,2.6,0.32,Non Dropout
single,General Admission Phases,High Preference,Animation and Multimedia Design,evening,High School Level,122.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Professional/Managerial,115.7,yes,no,no,yes,female,no,20,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,136.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Professional/Managerial,127.0,yes,no,no,yes,female,no,19,no,0,8,10,1,13.67,7,0,8,10,1,13.67,7,9.4,-0.8,-3.12,Non Dropout
single,Mature and International Students,High Preference,Management,daytime,High School Level,133.1,Portuguese,Low Educated,Unknown,Others,Others,118.1,yes,no,no,yes,female,no,39,no,0,5,9,0,0.0,0,0,5,5,2,12.5,0,7.6,2.6,0.32,Dropout
single,General Admission Phases,High Preference,Equinculture,evening,High School Level,132.0,Portuguese,Unknown,Unknown,Student,Professional/Managerial,119.1,yes,no,yes,yes,female,no,29,no,0,5,10,1,13.0,4,0,5,14,0,0.0,8,10.8,1.4,1.74,Dropout
single,Mature and International Students,High Preference,Management,daytime,High School Level,130.0,Portuguese,Low Educated,Low Educated,Agriculture,Agriculture,111.9,no,no,yes,yes,female,no,36,no,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
single,General Admission Phases,Low Preference,Nursing,evening,High School Level,144.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Unskilled Labor,Unskilled Labor,130.5,yes,no,no,yes,female,no,18,no,0,8,12,7,11.97,0,0,8,12,7,11.97,0,12.7,3.7,-1.7,Non Dropout
married,Mature and International Students,High Preference,Social Service,daytime,High School Level,133.1,Portuguese,Unknown,Unknown,Student,Student,135.0,no,no,no,yes,female,no,51,no,0,6,12,0,0.0,0,1,6,11,0,0.0,1,7.6,2.6,0.32,Dropout
single,Transfers and Course Changes,High Preference,Journalism and Communication,evening,High School Level,133.1,Africa,Unknown,Unknown,Others,Others,130.0,no,no,yes,yes,female,no,23,yes,0,6,11,1,16.0,0,0,6,8,4,12.25,0,7.6,2.6,0.32,Dropout
single,Prior Higher Education Holders,High Preference,Veterinary Nursing,evening,High School Level,150.0,Portuguese,Medium-Low Educated,Medium Educated,Agriculture,Agriculture,150.0,yes,no,no,yes,female,no,21,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
single,Transfers and Course Changes,Medium Preference,Basic Education,evening,High School Level,150.0,Portuguese,Unknown,Unknown,Student,Student,150.2,yes,no,no,no,female,no,28,no,0,6,9,4,12.75,1,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout
married,Mature and International Students,High Preference,Management,daytime,High School Level,110.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Professional/Managerial,127.1,no,no,no,yes,female,no,34,no,0,5,9,4,11.0,0,0,5,10,4,10.75,1,7.6,2.6,0.32,Non Dropout
single,Mature and International Students,High Preference,Social Service,daytime,High School Level,100.0,Portuguese,Low Educated,Low Educated,Agriculture,Service/Sales,107.5,no,no,no,yes,female,no,41,no,0,2,2,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
divorced,Mature and International Students,High Preference,Social Service,daytime,Bachelor Level,100.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,130.0,no,no,no,yes,female,yes,43,no,0,6,7,5,12.2,0,0,6,6,6,12.33,0,9.4,-0.8,-3.12,Non Dropout
married,Mature and International Students,High Preference,Oral Hygiene,evening,High School Level,133.1,Eastern Europe/Asia,Medium Educated,High Educated,Unskilled Labor,Professional/Managerial,152.8,yes,no,no,yes,female,no,28,yes,0,7,9,7,12.43,0,0,8,8,8,12.3,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,High Preference,Animation and Multimedia Design,evening,High School Level,145.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Professional/Managerial,160.1,no,no,no,yes,female,yes,19,no,6,12,12,12,14.5,0,4,11,15,11,13.58,0,8.9,1.4,3.51,Non Dropout
single,Mature and International Students,High Preference,Agronomy,evening,High School Level,130.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Unskilled Labor,Professional/Managerial,140.0,no,no,no,yes,female,no,26,no,6,12,13,6,13.0,0,4,12,14,11,13.83,0,15.5,2.8,-4.06,Non Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,118.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,110.7,yes,no,no,yes,female,no,18,no,0,7,7,7,11.71,0,0,8,8,8,12.75,0,12.4,0.5,1.79,Non Dropout
married,Mature and International Students,High Preference,Basic Education,evening,High School Level,133.1,Portuguese,Low Educated,Medium-Low Educated,Unskilled Labor,Service/Sales,138.3,no,no,no,yes,female,no,45,no,0,7,12,4,10.25,0,0,7,10,3,13.0,0,11.1,0.6,2.02,Dropout
single,Prior Higher Education Holders,High Preference,Basic Education,evening,Specialized Technical,150.0,Portuguese,High Educated,Low Educated,Professional/Managerial,Machine/Vehicle Operators,150.0,no,no,no,yes,female,no,19,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
single,General Admission Phases,Low Preference,Advertising and Marketing Management,evening,High School Level,113.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Military,112.3,no,no,no,yes,female,no,20,no,0,6,9,6,12.38,0,0,6,7,6,13.14,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,Low Preference,Basic Education,evening,High School Level,136.0,Portuguese,Medium Educated,Medium-Low Educated,Service/Sales,Service/Sales,122.0,no,no,no,yes,female,no,18,no,0,6,6,6,12.67,0,0,6,6,6,12.0,0,7.6,2.6,0.32,Non Dropout
single,Mature and International Students,High Preference,Veterinary Nursing,evening,High School Level,140.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,141.7,yes,no,no,yes,female,no,27,no,0,6,13,3,10.5,0,0,6,19,1,12.0,0,12.4,0.5,1.79,Dropout
married,General Admission Phases,High Preference,Agronomy,evening,High School Level,131.0,Portuguese,Medium-Low Educated,Low Educated,Service/Sales,Service/Sales,118.4,no,no,no,yes,female,no,20,no,0,6,11,6,14.12,0,0,6,10,5,12.6,0,13.9,-0.3,0.79,Non Dropout
single,General Admission Phases,Medium Preference,Veterinary Nursing,evening,High School Level,138.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Machine/Vehicle Operators,128.7,yes,no,no,yes,female,no,18,no,0,6,7,6,14.67,0,0,6,12,6,13.83,0,8.9,1.4,3.51,Non Dropout
married,Mature and International Students,High Preference,Advertising and Marketing Management,evening,High School Level,100.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,100.0,no,no,no,yes,female,no,35,no,0,5,8,5,11.4,0,0,5,7,3,12.33,0,9.4,-0.8,-3.12,Non Dropout
single,Mature and International Students,High Preference,Animation and Multimedia Design,evening,High School Level,140.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,100.8,no,yes,no,yes,female,no,26,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout
divorced,Mature and International Students,High Preference,Social Service,evening,High School Level,120.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,125.5,yes,no,no,yes,female,yes,39,no,0,6,7,6,14.0,0,0,6,7,5,14.8,0,12.7,3.7,-1.7,Non Dropout
single,General Admission Phases,High Preference,Animation and Multimedia Design,evening,High School Level,139.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,124.0,yes,no,no,yes,female,no,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Non Dropout
